N° Ticket;Statut;Titre;N° PPV Site;Nom du Site;Code Banco;Nom Contrat;Code Agence;Agence;Région;Util. Demandeur;Util. Prise en compte;Util. Resp. Ticket;Util. Cloture;Date Demande;Date Prise en compte;Date Réal. Prog.;Date Cloture;Type de compte;Imputation;
15235;Cloturé sans suite;volumes incohérents (semblent multipliés par 10)-vérif correspondance paramétrage TOPKAPI/transmetteur;77474;FLORENTIN-LA-CAPELLE QSECTO D8 Bourg Florentin + D9 vers Entraygues;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;DHF242;FCK343;FCK343;FCK343;2019-01-22;2019-02-05;2019-02-20;2019-02-05;Exploitation;-;
15231;Cloturé sans suite;volumes incohérents (semblent multipliés par 10)-vérif correspondance paramétrage TOPKAPI/transmetteur;77473;MONTPEYROUX QSECTO D7 La Barlaque;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;DHF242;FCK343;FCK343;FCK343;2019-01-22;2019-02-05;2019-02-20;2019-02-05;Exploitation;-;
15198;Cloturé sans suite;ODOS PR 2 Kine :  intégration nouvelle télétrans;97858;ODOS PR 2 Kine;25904;ODOS - Assainissement collectif et collecte eaux pluviales;1110;AG Pyrénées Val de Garonne;Occitanie;FBF299;AIH262;GJH222;GJH222;2019-01-22;2019-01-22;2019-02-06;2019-01-23;Exploitation;-;
15183;Cloturé sans suite;Ajout infos sur Aquacalc;13827;RIEUX-MINERVOIS Réservoir de Peyriac;387;CARCASSONNE AGGLO - RIEUX-MINERVOIS;1113;AG Aude Pyrénées Orientales;Occitanie;AFG555;GJH222;GJH222;GJH222;2019-01-21;2019-02-22;2019-02-27;2019-03-01;Exploitation;-;
15182;Cloturé sans suite;Ajout d'infos sur Aquacalc;13816;RAISSAC-SUR-LAMPY Pompage Source Pioussou;24275;CA CARCASSONNE AGGLO - Lot n°1 - Eau potable;1113;AG Aude Pyrénées Orientales;Occitanie;AFG555;GJH222;GJH222;GJH222;2019-01-21;2019-01-21;2019-01-21;2019-01-21;Exploitation;-;
15181;Cloturé sans suite;LESPINASSE PR Euronord : renouvellement télétrans;85011;LESPINASSE PR Euronord;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;FAC497;AIH262;GJH222;GJH222;2019-01-21;2019-02-05;2019-02-05;2019-02-19;Exploitation;-;
15179;Cloturé sans suite;CASTELGINEST PR Castelviel : renouvellement télétrans;84951;CASTELGINEST PR Rue du Castelvieil;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;FAC497;AIH262;AIH262;AIH262;2019-01-21;2019-01-21;2019-02-05;2019-03-04;Exploitation;-;
15178;Cloturé sans suite;GAGNAC-SUR-GARONNE PR Terrial : renouvellement télétrans;84976;GAGNAC-SUR-GARONNE PR Terrial;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;FAC497;AIH262;AIH262;AIH262;2019-01-21;2019-01-21;2019-02-05;2019-04-30;Exploitation;-;
15175;Cloturé sans suite;Intégrer sur Aquacalc;25857;VILLEGAILHENC Bâche de reprise Labade;24275;CA CARCASSONNE AGGLO - Lot n°1 - Eau potable;1113;AG Aude Pyrénées Orientales;Occitanie;AFG555;GJH222;GJH222;GJH222;2019-01-21;2019-02-22;2019-02-27;2019-03-01;Exploitation;-;
15174;Cloturé sans suite;Intégrer sur Aquacalc;13842;VILLALIER Réservoir village sur tour;8362;CARCASSONNE AGGLO - VILLALIER;1113;AG Aude Pyrénées Orientales;Occitanie;AFG555;GJH222;GJH222;GJH222;2019-01-21;2019-02-22;2019-02-27;2019-03-01;Exploitation;-;
15162;Cloturé sans suite;STEU St Sulpice;;;;;1110;AG Pyrénées Val de Garonne;Occitanie;GEG321;GJH222;GJH222;GJH222;2019-01-21;2019-02-01;2019-02-04;2019-05-13;Exploitation;-;
15157;Cloturé sans suite;Connexion au LTUS du déversoir d'entrée;101569;CASTELNAU-DE-GUERS STEP;25793;CA HÉRAULT MÉDITERRANÉE - STEP - LOT N° 2 SECTEUR NORD;1111;AG Thau Méditerranée;Occitanie;DJA116;GJH222;HCE437;HCE437;2019-01-21;2019-02-14;2019-02-20;2019-04-11;Exploitation;-;
15144;Cloturé sans suite;Communication GSM;15631;BOUZIGUES Réservoir+Surpresseur La Clavade;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;GJH222;GJH222;GJH222;2019-01-21;2019-01-31;2019-02-04;2019-03-05;Exploitation;-;
15140;Cloturé sans suite;Carte GPRS;13463;AGDE Réservoir Village Petit saint Loup (3000);10050;AGDE;1111;AG Thau Méditerranée;Occitanie;ICA467;GJH222;GJH222;GJH222;2019-01-21;2019-01-28;2019-01-28;2019-01-28;Exploitation;-;
15139;Cloturé sans suite;Carte GPRS;13370;PORTIRAGNES Lagunage;26485;CA HÉRAULT MÉDITERRANÉE - AUMES - PORTIRAGNES;1111;AG Thau Méditerranée;Occitanie;ICA467;GJH222;GJH222;GJH222;2019-01-21;2019-01-28;2019-01-28;2019-01-28;Exploitation;-;
15138;Cloturé sans suite;Carte GPRS;13369;PORTIRAGNES PR 09P La Dragonnière FeCl3;26485;CA HÉRAULT MÉDITERRANÉE - AUMES - PORTIRAGNES;1111;AG Thau Méditerranée;Occitanie;ICA467;GJH222;GJH222;GJH222;2019-01-21;2019-01-28;2019-01-28;2019-01-28;Exploitation;-;
15137;Cloturé sans suite;Carte GPRS;13502;VIAS PR04V Avenue de la mer;7995;VIAS;1111;AG Thau Méditerranée;Occitanie;ICA467;GJH222;GJH222;GJH222;2019-01-21;2019-01-28;2019-01-28;2019-01-28;Exploitation;-;
15136;Cloturé sans suite;demande de carte sim;79433;AGDE GRAU PR55 Chalets de Baluffe;10069;CA Hérault Méditerranée - AGDE;1111;AG Thau Méditerranée;Occitanie;YI4031;GJH222;GJH222;GJH222;2019-01-21;2019-01-28;2019-01-28;2019-01-28;Exploitation;-;
15135;Cloturé sans suite;Carte GPRS;13510;VIAS PR14V Les Claux;7995;VIAS;1111;AG Thau Méditerranée;Occitanie;ICA467;GJH222;GJH222;GJH222;2019-01-21;2019-01-28;2019-01-28;2019-01-28;Exploitation;-;
15128;Cloturé sans suite;installation sofrel S550 plus prog topkapi;101572;CAUX Comptage EU;25793;CA HÉRAULT MÉDITERRANÉE - STEP - LOT N° 2 SECTEUR NORD;1111;AG Thau Méditerranée;Occitanie;GV4106;GJH222;GJH222;GJH222;2019-01-21;2019-01-31;2019-02-04;2019-05-13;Exploitation;-;
15095;Cloturé sans suite;Aquacalc;52536;MONTBLANC STEP Montblanc Valros;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;HBK092;IAF033;GJH222;GJH222;2019-01-18;2019-01-18;2019-01-18;2021-01-14;Exploitation;-;
15094;Cloturé sans suite;Extraction DT TOPKAPI;67604;AIGUES-MORTES QSECTO Pecherie;24712;TERRE DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;FCK343;FCK343;FCK343;FCK343;2019-01-18;2019-01-18;2019-01-18;2019-01-18;Exploitation;-;
15091;Cloturé sans suite;N° Tel;81136;SAINT-DIONISY QSECTO 29 route de Calvisson;9343;NIMES METROPOLE (CAgglo.) Secteur Ouest;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2019-01-18;2019-01-18;2019-01-18;2019-01-18;Exploitation;-;
15088;Cloturé sans suite;Camera;16236;CODOGNAN STEP;20638;MOYEN RHONY (SIVOM du);1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;IAF033;GJH222;2019-01-18;2019-01-18;2019-01-18;2019-01-24;Exploitation;-;
15073;Cloturé sans suite;courbe 521;83862;BASSAN Reservoir + Pompage;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;ICG507;GJH222;GJH222;GJH222;2019-01-18;2019-01-24;2019-01-24;2019-01-24;Exploitation;-;
15072;Cloturé sans suite;intégration nouveau site sur TOPKAPI PVG;103445;OMEX RESERVOIR Captage+UV Yenca;20788;CA TLP - OMEX - Contrôle installation chloration + relevé compteurs;1110;AG Pyrénées Val de Garonne;Occitanie;GFA340;AIH262;GJH222;GJH222;2019-01-18;2019-01-22;2019-02-06;2019-06-03;Exploitation;-;
15067;Cloturé sans suite;Demande de nouvelle accès;;;;;1112;AG Béziers Méditerranée;Occitanie;EHC438;IAF033;IAF033;IAF033;2019-01-18;2019-01-18;2019-01-18;2019-01-18;Exploitation;-;
15045;Cloturé sans suite;AIGUES-VIVES QSECTO ZAC de Lallemande;102341;AIGUES-VIVES QSECTO ZAC de Lallemande;25710;AIGUES-VIVES;1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;GJH222;GJH222;2019-01-18;2019-01-18;2019-02-02;2019-02-18;Exploitation;-;
15037;Cloturé sans suite;Capteur 21;;;17828;CU Toulouse Métropole - Réseaux d'asst EU & EP - Bassin Nord (11 communes);1110;AG Pyrénées Val de Garonne;Occitanie;GEG321;GJH222;AIH262;AIH262;2019-01-18;2019-02-22;2019-02-25;2019-03-27;Exploitation;-;
15036;Cloturé sans suite;Capteur 23;;;17828;CU Toulouse Métropole - Réseaux d'asst EU & EP - Bassin Nord (11 communes);1110;AG Pyrénées Val de Garonne;Occitanie;GEG321;GJH222;AIH262;AIH262;2019-01-18;2019-02-22;2019-02-25;2019-03-27;Exploitation;-;
15034;Cloturé sans suite;Zone à revoir;13492;ST PONS DE MAUCHIENS Pompage station de  Roquemangarde rte Gignac;9373;CA HERAULT MEDITERRANEE - SAINT-PONS-DE-MAUCHIENS;1111;AG Thau Méditerranée;Occitanie;ICA467;GJH222;GJH222;GJH222;2019-01-18;2019-01-24;2019-01-24;2019-01-31;Exploitation;-;
15017;Cloturé sans suite;Changement de Topkapi;76828;POMEROLS PR Village petit poste;28259;CA HÉRAULT MÉDITERRANÉE - Pinet-Pomérols;1111;AG Thau Méditerranée;Occitanie;GID021;GJH222;GJH222;GJH222;2019-01-17;2019-01-17;2019-01-22;2019-02-12;Exploitation;-;
15016;Cloturé sans suite;Changement de Topkapi;60784;POMEROLS PR+TP Village;28259;CA HÉRAULT MÉDITERRANÉE - Pinet-Pomérols;1111;AG Thau Méditerranée;Occitanie;GID021;GJH222;GJH222;GJH222;2019-01-17;2019-01-17;2019-01-22;2019-02-12;Exploitation;-;
15015;Cloturé sans suite;Changement de superviseur;74477;POMEROLS STEP de Pomerols Pinet;28259;CA HÉRAULT MÉDITERRANÉE - Pinet-Pomérols;1111;AG Thau Méditerranée;Occitanie;GID021;GJH222;GJH222;GJH222;2019-01-17;2019-01-17;2019-01-22;2019-02-18;Exploitation;-;
15013;Cloturé sans suite;Modif;97272;SAINT-LAURENT-D'AIGOUZE PR Souteyranne;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;GJH222;FCK343;2019-01-17;2019-01-17;2019-02-01;2019-01-21;Exploitation;-;
15005;Cloturé sans suite;Renouvellement SOFREL;16085;ESPALION Réservoir Calmont;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;HJG421;FCK343;GJH222;FCK343;2019-01-17;2019-01-17;2019-01-17;2019-02-19;Exploitation;-;
15002;Cloturé sans suite;IMPORTANT - Défaut de données bypass PR;87031;GAGNAC-SUR-GARONNE PR Rue de la Hire (Général);27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;FAC497;AIH262;AIH262;AIH262;2019-01-17;2019-01-17;2019-02-01;2019-04-01;Exploitation;-;
14977;Cloturé sans suite;Mettre hors service PR Jade;;;18193;MARSEILLAN - Entretien du réseau pluvial;1111;AG Thau Méditerranée;Occitanie;ICA467;HCE437;GJH222;GJH222;2019-01-17;2019-01-17;2019-01-17;2019-02-09;Exploitation;-;
14974;Cloturé sans suite;Integrer sur Topkapi et acquacalc Synoptique PR Bouzigues Alignan du vent;98071;ALIGNAN-DU-VENT PR bouzigues;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;DCF400;GJH222;GJH222;GJH222;2019-01-17;2019-02-06;2019-02-07;2019-02-14;Exploitation;-;
14962;Cloturé sans suite;Problème Aquacalc;;;;;1112;AG Béziers Méditerranée;Occitanie;DHF242;IAF033;IAF033;IAF033;2019-01-17;2019-01-17;2019-01-17;2019-01-17;Exploitation;-;
14959;Cloturé sans suite;manques donnees tableur Topkapi;81608;BEZIERS PR la Présidente;22484;L'EAU DE BÉZIERS MEDITERRANEE - LOT 1;1112;AG Béziers Méditerranée;Occitanie;JA4108;GJH222;GJH222;GJH222;2019-01-17;2019-02-06;2019-02-06;2019-02-06;Exploitation;-;
14958;Cloturé sans suite;manques donnees tableur Topkapi;13307;BÉZIERS PR+TP Orb;22484;L'EAU DE BÉZIERS MEDITERRANEE - LOT 1;1112;AG Béziers Méditerranée;Occitanie;JA4108;GJH222;GJH222;GJH222;2019-01-17;2019-02-06;2019-02-06;2019-02-06;Exploitation;-;
14957;Cloturé sans suite;ANNULATION CARTE GPRS;102368;BÉZIERS QEP Leclerc Gargailhan;22484;L'EAU DE BÉZIERS MEDITERRANEE - LOT 1;1112;AG Béziers Méditerranée;Occitanie;JA4108;GJH222;GJH222;GJH222;2019-01-16;2019-02-22;2019-02-22;2019-02-22;Exploitation;-;
14954;Cloturé sans suite;Intégration variable pluvio;61629;BLAGNAC UTE Pluvial aeroport toulouse;7668;AEROPORT TOULOUSE BLAGNAC - Conception, réalisat., exploitat. et entretien unité;1110;AG Pyrénées Val de Garonne;Occitanie;BDD247;AIH262;AIH262;AIH262;2019-01-16;2019-02-06;2019-02-21;2019-04-01;Exploitation;-;
14953;Cloturé sans suite;modif NH;85067;MONTRABÉ PR ZI de Bel Souleil;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;FAC497;GJH222;AIH262;AIH262;2019-01-16;2019-02-22;2019-02-25;2019-03-11;Exploitation;-;
14949;Cloturé sans suite;Modification poids d'impulsion;69850;VILLENEUVE-LÈS-MAGUELONE QVEG Carrière 3;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;HCE437;HCE437;GJH222;2019-01-16;2019-01-16;2019-01-16;2019-02-09;Exploitation;-;
14931;Cloturé sans suite;Suppression feuilles TOPKAPI;87567;BÉDARIEUX Captage Douzes gravitaire;20395;BÉDARIEUX - Exploitation des installations de traitement d'eau potable;1112;AG Béziers Méditerranée;Occitanie;DFF227;GJH222;GJH222;GJH222;2019-01-16;2019-01-22;2019-01-22;2019-02-06;Exploitation;-;
14929;Cloturé sans suite;ajout mesure chlore sur courbe;102550;VALROS Réservoir Haut service 2*150;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;DFF227;GJH222;GJH222;GJH222;2019-01-16;2019-02-06;2019-02-06;2019-02-06;Exploitation;-;
14924;Cloturé sans suite;Créer courbeQ;16112;LAGUIOLE Réservoir;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;BDA246;FCK343;FCK343;FCK343;2019-01-16;2019-01-16;2019-01-16;2019-01-16;Exploitation;-;
14906;Cloturé sans suite;supprimé les alarme;92477;BÉDARIEUX Réservoir Joncasse;20395;BÉDARIEUX - Exploitation des installations de traitement d'eau potable;1112;AG Béziers Méditerranée;Occitanie;EHC438;GJH222;GJH222;GJH222;2019-01-16;2019-01-22;2019-01-22;2019-01-22;Exploitation;-;
14904;Cloturé sans suite;supprimé les alarme;74932;BÉDARIEUX Réservoir Douzes;20395;BÉDARIEUX - Exploitation des installations de traitement d'eau potable;1112;AG Béziers Méditerranée;Occitanie;EHC438;GJH222;GJH222;GJH222;2019-01-16;2019-01-22;2019-01-22;2019-01-22;Exploitation;-;
14902;Cloturé sans suite;supprimé les alarme;74932;BÉDARIEUX Réservoir Douzes;20395;BÉDARIEUX - Exploitation des installations de traitement d'eau potable;1112;AG Béziers Méditerranée;Occitanie;EHC438;GJH222;GJH222;GJH222;2019-01-16;2019-01-22;2019-01-22;2019-01-22;Exploitation;-;
14901;Cloturé sans suite;Merci de supprimé les alarme;74931;BÉDARIEUX Pompage+ Bâche+ Captage Joncasse;20395;BÉDARIEUX - Exploitation des installations de traitement d'eau potable;1112;AG Béziers Méditerranée;Occitanie;EHC438;GJH222;GJH222;GJH222;2019-01-16;2019-01-22;2019-01-22;2019-01-22;Exploitation;-;
14892;Cloturé sans suite;AUSSONNE Réservoir de Seilh  Bordebasse : 1 compteur à ajouter dans Topkapi PVG;85131;AUSSONNE Reservoir de Seilh  Bordebasse;17824;CU Toulouse Métropole - Réseaux & ouvrages AEP - Secteur Nord Ouest (7 communes);1110;AG Pyrénées Val de Garonne;Occitanie;KM5217;AIH262;AIH262;AIH262;2019-01-15;2019-02-07;2019-02-22;2019-04-19;Exploitation;-;
14882;Cloturé sans suite;Integrer sur Topkapi et acquacalc Synoptique PR Fontaine Alignan du vent;98072;ALIGNAN-DU-VENT PR+DO fontaine;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;DCF400;GJH222;GJH222;GJH222;2019-01-15;2019-02-06;2019-02-07;2019-02-14;Exploitation;-;
14881;Cloturé sans suite;Modification sur Topkapi et acquacalc Synoptique PR KP1 Bedarieux;87004;BÉDARIEUX PR 2  KP1;18160;BÉDARIEUX - STEP et PR;1112;AG Béziers Méditerranée;Occitanie;DCF400;GJH222;GJH222;GJH222;2019-01-15;2019-02-06;2019-02-06;2019-02-06;Exploitation;-;
14876;Cloturé sans suite;Support TOPKAPI j.Lallemand;;;;;1109;AG Occitanie Nord Est;Occitanie;CGC571;FCK343;FCK343;FCK343;2019-01-15;2019-01-15;2019-01-15;2019-01-15;Exploitation;-;
14875;Cloturé sans suite;Relancer modem GSM Secto CR Alarme;;;;;1109;AG Occitanie Nord Est;Occitanie;FCK343;FCK343;FCK343;FCK343;2019-01-15;2019-01-15;2019-01-30;2019-01-16;Exploitation;-;
14867;Cloturé sans suite;AUSSONNE Réservoir Tour : ajout de 2 compteurs;85127;AUSSONNE Réservoir Tour;17824;CU Toulouse Métropole - Réseaux & ouvrages AEP - Secteur Nord Ouest (7 communes);1110;AG Pyrénées Val de Garonne;Occitanie;KM5217;AIH262;GJH222;GJH222;2019-01-15;2019-01-15;2019-01-30;2019-06-13;Exploitation;-;
14858;Cloturé sans suite;Site à intégrer sur TOPKAPI S_AGDE;101569;CASTELNAU-DE-GUERS STEP;25793;CA HÉRAULT MÉDITERRANÉE - STEP - LOT N° 2 SECTEUR NORD;1111;AG Thau Méditerranée;Occitanie;ICA467;GJH222;GJH222;GJH222;2019-01-15;2019-01-18;2019-01-22;2019-10-09;Exploitation;-;
14856;Cloturé sans suite;Réalisation Synoptique TOPKAPI;13384;SÉRIGNAN Forage+Réservoir+Surpresseur Vistoule;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;DFF227;undefined;undefined;GJH222;2019-01-15;1970-01-01;1970-01-01;2020-04-09;Exploitation;-;
14851;Cloturé sans suite;Pas de Com depuis 5 jours;77474;FLORENTIN-LA-CAPELLE QSECTO D8 Bourg Florentin + D9 vers Entraygues;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;FCK343;GJH222;GJH222;2019-01-15;2019-01-15;2019-01-30;2019-01-18;Exploitation;-;
14835;Cloturé sans suite;Modification GPRS;15631;BOUZIGUES Réservoir+Surpresseur La Clavade;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;HCE437;HCE437;HCE437;2019-01-15;2019-01-16;2019-01-16;2019-01-16;Exploitation;-;
14834;Cloturé sans suite;BALMA PR les coteaux de Balma : renouvellement télétrans;85042;BALMA PR Les coteaux de Balma;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;FAC497;AIH262;AIH262;AIH262;2019-01-15;2019-01-15;2019-01-30;2019-04-02;Exploitation;-;
14816;Cloturé sans suite;Capteur 39;;;17829;CU Toulouse Métropole - Réseaux d'asst EU & EP - Bassin Est (12 communes);1110;AG Pyrénées Val de Garonne;Occitanie;GEG321;GJH222;AIH262;AIH262;2019-01-14;2019-02-22;2019-02-25;2019-03-07;Exploitation;-;
14800;Cloturé sans suite;Remplacement Aquamaster Par LS Flow;77469;SAINT-AMANS-DES-COTS QSECTO D4 La Gouzenne;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;FCK343;GJH222;GJH222;2019-01-14;2019-01-14;2019-01-29;2019-10-10;Exploitation;-;
14799;Cloturé sans suite;Défaut d'affichage du synoptique;15749;PIGNAN Réservoir le village;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;YN4030;GJH222;HCE437;HCE437;2019-01-14;2019-01-14;2019-01-14;2019-01-16;Exploitation;-;
14760;Cloturé sans suite;bassan semi reservoir;83862;BASSAN Reservoir + Pompage;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;ICG507;IAF033;IAF033;IAF033;2019-01-14;2019-01-14;2019-01-29;2019-01-14;Exploitation;-;
14743;Cloturé sans suite;Intégration sur Aquacalc;98702;BALARUC-LES-BAINS RESEAU EU amont PR Douane;24592;SETE AGGLOPOLE MEDITERRANEE - THAU MARITIMA;1111;AG Thau Méditerranée;Occitanie;HBK092;GJH222;GJH222;GJH222;2019-01-14;2019-01-14;2019-01-14;2019-01-16;Exploitation;-;
14740;Cloturé sans suite;Intégration à Aquacalc;98023;BALARUC-LES-BAINS PR ZA Maritime;24592;SETE AGGLOPOLE MEDITERRANEE - THAU MARITIMA;1111;AG Thau Méditerranée;Occitanie;GJH222;GJH222;GJH222;GJH222;2019-01-14;2019-01-14;2019-01-14;2019-01-14;Exploitation;-;
14737;Cloturé sans suite;demande de carte sim;67623;AGDE QSECTO La Tamarissière Quai Cdt Méric;10050;AGDE;1111;AG Thau Méditerranée;Occitanie;YI4031;HCE437;HCE437;HCE437;2019-01-14;2019-01-14;2019-01-14;2019-01-14;Exploitation;-;
14713;Cloturé sans suite;Paramétrage Open Client;;;;;1109;AG Occitanie Nord Est;Occitanie;CGC571;FCK343;FCK343;FCK343;2019-01-11;2019-01-11;2019-01-26;2019-01-15;Exploitation;-;
14711;Cloturé sans suite;Q entrée /Sortie;81764;SAINT-GILLES STEP;14145;CA DE NÎMES MÉTROPOLE - Secteur Sud;1109;AG Occitanie Nord Est;Occitanie;CGC571;FCK343;FCK343;FCK343;2019-01-11;2019-01-11;2019-01-11;2019-01-11;Exploitation;-;
14708;Cloturé sans suite;Ajouter les infos de débit refoulement;15830;SETE PR Grangettes;24592;SETE AGGLOPOLE MEDITERRANEE - THAU MARITIMA;1111;AG Thau Méditerranée;Occitanie;AID091;GJH222;GJH222;IAF033;2019-01-11;2019-01-11;2019-01-11;2020-01-16;Exploitation;-;
14699;Cloturé sans suite;tableur CRA;94017;CERS Pompage +Forage+Réservoirs Port Soleil;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;ICG507;IAF033;IAF033;IAF033;2019-01-11;2019-01-11;2019-01-11;2019-01-11;Exploitation;-;
14678;Cloturé sans suite;Préparer ZBook pour Lionel Combes;;;;;1110;AG Pyrénées Val de Garonne;Occitanie;GEG321;GJH222;TQ5448;AIH262;2019-01-11;2019-02-08;2019-02-18;2019-03-27;Exploitation;-;
14675;Cloturé sans suite;Modification sur Topkapi et acquacalc Synoptique PR Alignan Servian;13490;SERVIAN PR2+DO Av d'Alignan;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;DCF400;IAF033;GJH222;GJH222;2019-01-11;2019-01-11;2019-01-26;2019-06-12;Exploitation;-;
14672;Cloturé sans suite;NODE;;;;;1109;AG Occitanie Nord Est;Occitanie;HJG421;FCK343;GJH222;GJH222;2019-01-11;2019-01-11;2019-01-26;2019-02-12;Exploitation;-;
14671;Cloturé sans suite;Modem GSM;;;;;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;IAF033;IAF033;2019-01-11;2019-01-11;2019-01-26;2019-02-12;Exploitation;-;
14666;Cloturé sans suite;Basculement Superviseur;;;;;1112;AG Béziers Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2019-01-11;2019-09-19;2019-09-19;2019-09-19;Exploitation;-;
14656;Cloturé sans suite;Paramétrage Aquacalc mesure O2 AIT403;61629;BLAGNAC UTE Pluvial aeroport toulouse;7668;AEROPORT TOULOUSE BLAGNAC - Conception, réalisat., exploitat. et entretien unité;1110;AG Pyrénées Val de Garonne;Occitanie;AIH262;AIH262;AIH262;AIH262;2019-01-11;2019-01-14;2019-01-29;2019-01-14;Exploitation;-;
14653;Cloturé sans suite;Préparer ZBook pour Damien Laborde;;;;;1110;AG Pyrénées Val de Garonne;Occitanie;GFA340;GJH222;TQ5448;GJH222;2019-01-11;2019-02-08;2019-02-18;2019-03-04;Exploitation;-;
14652;Cloturé sans suite;Préparer Zbook pour Jean-Philippe Almeida;;;;;1110;AG Pyrénées Val de Garonne;Occitanie;GFA340;GJH222;GJH222;GJH222;2019-01-11;2019-01-11;2019-01-11;2019-01-17;Exploitation;-;
14634;Cloturé sans suite;Wattwarning;13303;BÉZIERS STEP de Béziers Plaine St Pierre;22484;L'EAU DE BÉZIERS MEDITERRANEE - LOT 1;1112;AG Béziers Méditerranée;Occitanie;JJ5285;IAF033;IAF033;IAF033;2019-01-10;2019-01-10;2019-01-09;2019-01-10;Exploitation;-;
14616;Cloturé sans suite;modif materiel;60786;PEZENAS DO 01 Allengry;14347;CA HERAULT MEDITERRANEE - PEZENAS;1111;AG Thau Méditerranée;Occitanie;GV4106;GJH222;HCE437;HCE437;2019-01-10;2019-01-18;2019-05-15;2019-05-27;Exploitation;-;
14608;Cloturé sans suite;Modification Topkapi et aquacalc trace etat P1 etat P2;67898;BOUJAN PR Coopérative;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;DCF400;IAF033;IAF033;IAF033;2019-01-10;2019-01-10;2019-01-10;2019-01-10;Exploitation;-;
14592;Cloturé sans suite;TAYRAC PR  Bourg : renouvellement télétrans;82085;TAYRAC PR  Bourg;14076;EAU 47 (ex SEA du SUD DU LOT);1110;AG Pyrénées Val de Garonne;Occitanie;ICK222;AIH262;GJH222;GJH222;2019-01-10;2019-01-10;2019-01-25;2019-02-12;Exploitation;-;
14591;Cloturé sans suite;Renouvellement Sofrel;15914;CONGÉNIES STEP;8340;CONGENIES;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;GJH222;GJH222;2019-01-10;2019-01-10;2019-01-25;2019-02-12;Exploitation;-;
14581;Cloturé sans suite;Besoin cartes gprs;;;19697;TERRE DE CAMARGUE (CC) - Postes refoulement & relèvement eaux pluviales (lot 2);1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2019-01-09;2019-01-11;2019-01-26;2019-03-18;Exploitation;-;
14573;Cloturé sans suite;Modification Topkapi et aquacalc trace etat P1 etat P2;67898;BOUJAN PR Coopérative;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;DCF400;IAF033;IAF033;IAF033;2019-01-09;2019-01-10;2019-01-10;2019-01-10;Exploitation;-;
